IDPUMA,PUMA,IDYear,Year,AverageWage,AverageWageAppxMOE,RecordCount,SlugPUMA,PUMSIndustry,IDPUMSIndustry,SlugPUMSIndustry
"79500US7200201","Carr 2-Carr 100 PUMA, PR",2018,"2018",5665.611288604899,2517.051778807911,21,"carr-2-carr-100-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200202","Carr 2 (Suroeste) PUMA, PR",2018,"2018",5621.7943615257045,3471.7874905915132,25,"carr-2-suroeste-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200301","Carr 2 (Norte) PUMA, PR",2018,"2018",9123.711099309612,4282.007986576358,24,"carr-2-norte-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200302","Carr 2-Carr 129 PUMA, PR",2018,"2018",6526.400581395349,3184.1921977874804,16,"carr-2-carr-129-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200401","Carr 2 (Sur) PUMA, PR",2018,"2018",4712.727611940299,3682.3613983094806,16,"carr-2-sur-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200402","Ponce & Jayuya Municipios PUMA, PR",2018,"2018",12413.469747340425,4580.537910484944,25,"ponce-jayuya-municipios-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200403","Carr 52-Carr 150 PUMA, PR",2018,"2018",9758.580021482278,8855.832460426003,23,"carr-52-carr-150-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200501","Carr 137-Carr 149 PUMA, PR",2018,"2018",6520.740638002774,2867.765755052475,25,"carr-137-carr-149-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200502","Toa Baja & Dorado Municipios PUMA, PR",2018,"2018",10330.29937148528,6198.7963661859,23,"toa-baja-dorado-municipios-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200503","Toa Alta & Vega Alta Municipios PUMA, PR",2018,"2018",15300.620819240887,5686.698166237858,15,"toa-alta-vega-alta-municipios-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200601","Carr 156-Carr 164 PUMA, PR",2018,"2018",8729.617290458618,5466.862980569714,11,"carr-156-carr-164-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200602","Carr 14-Carr 173 PUMA, PR",2018,"2018",6636.604662226451,2177.9252296925924,16,"carr-14-carr-173-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200701","Carr 3 (Sureste) PUMA, PR",2018,"2018",7075.374093765104,3390.069106014339,16,"carr-3-sureste-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200801","Bayamón Municipio (Este) PUMA, PR",2018,"2018",8565.13310258024,3726.0969548893595,34,"bayamon-municipio-este-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200802","Bayamón Municipio (OEste) PUMA, PR",2018,"2018",10744.032057911065,3693.223528923981,21,"bayamon-municipio-oeste-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200803","Guaynabo & Cataño Municipios PUMA, PR",2018,"2018",7903.8080448065175,2826.3320883810056,22,"guaynabo-catano-municipios-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200804","San Juan Municipio (Noroeste) PUMA, PR",2018,"2018",13987.87253384913,5263.575231874732,59,"san-juan-municipio-noroeste-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200805","San Juan Municipio (Este) PUMA, PR",2018,"2018",7365.084563345634,2306.5626917557565,23,"san-juan-municipio-este-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200806","San Juan Municipio (Sur) PUMA, PR",2018,"2018",10432.470892180503,3379.6001022571836,22,"san-juan-municipio-sur-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200901","Carolina Municipio (Norte) PUMA, PR",2018,"2018",9942.029371271225,3096.280682885462,43,"carolina-municipio-norte-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200902","Carr 852-Carr 185 PUMA, PR",2018,"2018",14270.493453049008,8273.693405030228,27,"carr-852-carr-185-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7201001","Caguas Municipio PUMA, PR",2018,"2018",7731.745785469193,2462.180613371507,43,"caguas-municipio-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7201002","Carr 30 PUMA, PR",2018,"2018",10842.218171091445,5845.218368619948,34,"carr-30-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7201101","Carr 3 (Noreste) PUMA, PR",2018,"2018",6904.530284675954,3276.9302442978105,31,"carr-3-noreste-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7201102","Carr 53 PUMA, PR",2018,"2018",11355.484536082475,4254.344549212563,19,"carr-53-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0100100","Lauderdale, Colbert, Franklin & Marion (Northeast) Counties PUMA, AL",2018,"2018",13401.836421386977,4244.514291552167,63,"lauderdale-colbert-franklin-marion-northeast-counties-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0100200","Huntsville City (Far West & Southwest) PUMA, AL",2018,"2018",7803.667445352912,2713.2845932218424,46,"huntsville-city-far-west-southwest-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0100301","Huntsville (North) & Madison (East) Cities PUMA, AL",2018,"2018",13678.80259787779,4911.6355454372315,43,"huntsville-north-madison-east-cities-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0100302","Huntsville City (Central & South) PUMA, AL",2018,"2018",11266.27493917275,6686.880239913709,44,"huntsville-city-central-south-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0100400","DeKalb & Jackson Counties PUMA, AL",2018,"2018",8919.28869752422,3564.451134633784,42,"dekalb-jackson-counties-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0100500","Huntsville City (Far Southeast) PUMA, AL",2018,"2018",13851.403770900035,5768.401309672434,62,"huntsville-city-far-southeast-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0100600","Decatur City PUMA, AL",2018,"2018",14128.322215941209,5315.7422257486105,34,"decatur-city-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0100700","Cullman & Winston Counties PUMA, AL",2018,"2018",10700.273116438357,5839.911480809515,33,"cullman-winston-counties-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0100800","St. Clair & Blount Counties PUMA, AL",2018,"2018",11282.974307736225,6849.691350719192,34,"st-clair-blount-counties-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0100900","Etowah County PUMA, AL",2018,"2018",16826.89442183385,6991.635293853457,40,"etowah-county-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101000","Talladega, Cherokee, Randolph, Cleburne & Clay Counties PUMA, AL",2018,"2018",13084.857968780112,5922.270747381569,50,"talladega-cherokee-randolph-cleburne-clay-counties-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101100","Calhoun County PUMA, AL",2018,"2018",12602.670555108609,5402.410611157095,41,"calhoun-county-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101200","Shelby County PUMA, AL",2018,"2018",23291.19117488402,12340.131280312751,69,"shelby-county-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101301","Birmingham City (West) PUMA, AL",2018,"2018",11302.813870967742,4902.723203185764,24,"birmingham-city-west-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101302","Birmingham City (East) PUMA, AL",2018,"2018",14600.907737471169,5799.285299124776,40,"birmingham-city-east-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101303","Hoover (North), Vestavia Hills & Homewood Cities PUMA, AL",2018,"2018",22683.02644320298,20395.30662427053,45,"hoover-north-vestavia-hills-homewood-cities-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101304","Trussville, Center Point & Gardendale Cities PUMA, AL",2018,"2018",16008.532390660966,4490.114681616146,50,"trussville-center-point-gardendale-cities-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101305","Bessemer, Hueytown & Pleasant Grove Cities PUMA, AL",2018,"2018",10530.212440431402,3376.340045099717,29,"bessemer-hueytown-pleasant-grove-cities-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101400","Walker, Marion (South & West), Fayette & Lamar Counties PUMA, AL",2018,"2018",17707.202806824436,27279.082097204973,40,"walker-marion-south-west-fayette-lamar-counties-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101500","Northport City (North & West) PUMA, AL",2018,"2018",31263.136769078294,34699.399187535986,18,"northport-city-north-west-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101600","Tuscaloosa & Northport (Southeast) Cities PUMA, AL",2018,"2018",16092.530220808383,9242.595120551776,60,"tuscaloosa-northport-southeast-cities-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101700","Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA, AL",2018,"2018",7135.9068426924505,3066.6705766138916,33,"dallas-bibb-marengo-hale-sumter-perry-greene-counties-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101800","Chilton, Tallapoosa, Chambers & Coosa Counties PUMA, AL",2018,"2018",8293.08484162896,3943.6693374890906,33,"chilton-tallapoosa-chambers-coosa-counties-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101900","Auburn City PUMA, AL",2018,"2018",12909.424752102423,5370.557846027048,49,"auburn-city-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0102000","Montgomery City & Pike Road Town (North) PUMA, AL",2018,"2018",9743.502257460632,3645.301660360365,73,"montgomery-city-pike-road-town-north-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0102100","Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA, AL",2018,"2018",9217.716069745524,4001.2185225582093,40,"elmore-autauga-montgomery-outer-lowndes-counties-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0102200","Southwest Alabama PUMA, AL",2018,"2018",7739.18875502008,4807.785813907028,28,"southwest-alabama-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0102300","Coffee, Covington, Butler & Crenshaw Counties PUMA, AL",2018,"2018",15826.06354679803,7296.2717376816945,52,"coffee-covington-butler-crenshaw-counties-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0102400","Russell, Pike, Barbour, Macon & Bullock Counties PUMA, AL",2018,"2018",14082.718988921828,3823.1344571486716,59,"russell-pike-barbour-macon-bullock-counties-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0102500","Dothan City PUMA, AL",2018,"2018",13205.999254764187,4189.810519827328,177,"dothan-city-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0102600","Baldwin County PUMA, AL",2018,"2018",16667.749603803488,10254.488962934738,52,"baldwin-county-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0102701","Mobile City (East) PUMA, AL",2018,"2018",11007.974476773865,5401.185679057062,46,"mobile-city-east-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0102702","Mobile City (West) PUMA, AL",2018,"2018",11755.330652062297,4313.689929757601,39,"mobile-city-west-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0102703","Prichard City, Tillmans Corner & Saraland City PUMA, AL",2018,"2018",10424.562205148943,3220.925407470934,51,"prichard-city-tillmans-corner-saraland-city-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0200101","Anchorage Municipality (North) PUMA, AK",2018,"2018",13745.393414943013,5817.712725463382,41,"anchorage-municipality-north-puma-ak","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0200102","Anchorage Municipality (South) PUMA, AK",2018,"2018",27472.529379562046,6533.816134863882,23,"anchorage-municipality-south-puma-ak","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0200200","Matanuska-Susitna & Kenai Peninsula Boroughs PUMA, AK",2018,"2018",13434.189747829681,5046.352998246037,60,"matanuska-susitna-kenai-peninsula-boroughs-puma-ak","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0200300","Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA, AK",2018,"2018",12494.608419567263,5499.951324360302,43,"greater-fairbanks-greater-juneau-ketchikan-gateway-borough-road-connected-alaska-puma-ak","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0200400","Subsistence Alaska PUMA, AK",2018,"2018",25620.018050541516,26063.241255415367,25,"subsistence-alaska-puma-ak","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400100","Gilbert (South) & Queen Creek Towns PUMA, AZ",2018,"2018",14880.188960099234,9811.371707182036,49,"gilbert-south-queen-creek-towns-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400101","Mesa City (East) PUMA, AZ",2018,"2018",17648.766481453673,4704.777529720531,59,"mesa-city-east-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400102","Mesa City (North Central) PUMA, AZ",2018,"2018",15876.992451011885,9152.475320210115,60,"mesa-city-north-central-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400103","Mesa City (West) PUMA, AZ",2018,"2018",15598.201773005369,3455.1763309697394,55,"mesa-city-west-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400104","Mesa City (South Central) PUMA, AZ",2018,"2018",19970.21732499619,5830.185231117836,55,"mesa-city-south-central-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400105","Gilbert Town (North) PUMA, AZ",2018,"2018",13097.730512673908,5415.481707079834,51,"gilbert-town-north-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400106","Chandler City (Northeast) PUMA, AZ",2018,"2018",16431.655332590115,5260.8517474266155,50,"chandler-city-northeast-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400107","Chandler City (South) PUMA, AZ",2018,"2018",25769.580703663403,16225.827909285512,34,"chandler-city-south-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400108","Tempe (South) & Chandler (Northwest) Cities PUMA, AZ",2018,"2018",23737.900540990428,8485.099346856257,34,"tempe-south-chandler-northwest-cities-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400109","Tempe City (North) PUMA, AZ",2018,"2018",14720.453202513505,3830.627229300526,76,"tempe-city-north-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400110","Scottsdale City (Southwest) & Paradise Valley Town PUMA, AZ",2018,"2018",21177.88987341772,4823.7002744937245,50,"scottsdale-city-southwest-paradise-valley-town-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400111","Scottsdale City (Southeast) & Fountain Hills Town PUMA, AZ",2018,"2018",12313.63448275862,4672.364415706662,36,"scottsdale-city-southeast-fountain-hills-town-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400112","Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek PUMA, AZ",2018,"2018",13753.740945365254,8189.913697074354,34,"scottsdale-north-phoenix-far-northeast-cities-cave-creek-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400113","Phoenix City (Northeast) PUMA, AZ",2018,"2018",24243.519401221194,10323.181211637935,40,"phoenix-city-northeast-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400114","Phoenix City (Northeast Central) PUMA, AZ",2018,"2018",21578.888307155325,6803.699789400354,42,"phoenix-city-northeast-central-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400115","Phoenix City (Northwest Central) PUMA, AZ",2018,"2018",17197.51705457464,5269.635661703633,35,"phoenix-city-northwest-central-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400116","Phoenix City (Uptown) PUMA, AZ",2018,"2018",33106.98914495658,15797.47511695516,49,"phoenix-city-uptown-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400117","Phoenix City (East) PUMA, AZ",2018,"2018",27976.728247914183,8454.78408597716,68,"phoenix-city-east-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400118","Downtown & Sky Harbor International Airport PUMA, AZ",2018,"2018",21343.53731545442,6789.619822428661,67,"downtown-sky-harbor-international-airport-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400119","Phoenix City (South) PUMA, AZ",2018,"2018",11888.35094223046,3386.2145498541904,50,"phoenix-city-south-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400120","Ahwatukee & South Mountain PUMA, AZ",2018,"2018",12521.994577006508,9017.328184712293,29,"ahwatukee-south-mountain-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400121","Phoenix (Southwest) & Tolleson Cities PUMA, AZ",2018,"2018",17055.61455821092,5692.988051493378,37,"phoenix-southwest-tolleson-cities-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400122","Maryvale (East) PUMA, AZ",2018,"2018",20168.798227887455,5562.733594163153,51,"maryvale-east-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400123","Maryvale (West) PUMA, AZ",2018,"2018",19562.65721393035,4101.433368084101,31,"maryvale-west-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400124","Glendale City (South) PUMA, AZ",2018,"2018",14586.808441558442,4499.822713241933,35,"glendale-city-south-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400125","Phoenix City (West) PUMA, AZ",2018,"2018",27357.050810417048,11528.527734657619,42,"phoenix-city-west-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400126","Glendale City (North) PUMA, AZ",2018,"2018",12779.244771776686,4704.223755661115,53,"glendale-city-north-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400127","Peoria City (South & Central) PUMA, AZ",2018,"2018",16361.963643321853,7544.196051235781,28,"peoria-city-south-central-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400128","Phoenix City (North) PUMA, AZ",2018,"2018",16910.317799219873,8771.384737310787,45,"phoenix-city-north-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400129","Phoenix (Far North) & Peoria (Northwest) Cities PUMA, AZ",2018,"2018",16775.84370565579,9423.585055190739,46,"phoenix-far-north-peoria-northwest-cities-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400130","El Mirage City & Sun City PUMA, AZ",2018,"2018",17547.0199556541,6572.90898494154,26,"el-mirage-city-sun-city-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400131","Surprise City (Central) PUMA, AZ",2018,"2018",16718.27587311759,7302.142437109454,32,"surprise-city-central-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400132","Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities PUMA, AZ",2018,"2018",23945.563686572317,15820.139484342617,29,"goodyear-glendale-west-litchfield-park-northwest-cities-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400133","Avondale (Central) & Litchfield Park (Central) Cities PUMA, AZ",2018,"2018",14006.74457677584,5542.350597392863,46,"avondale-central-litchfield-park-central-cities-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400134","Maricopa County (West) & Gila River Indian Community (Northwest) PUMA, AZ",2018,"2018",16338.492984869326,10057.230081496326,33,"maricopa-county-west-gila-river-indian-community-northwest-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400201","Pima County (West) PUMA, AZ",2018,"2018",12926.120797498046,8307.157736295478,26,"pima-county-west-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400202","Tucson (West) & Marana Cities PUMA, AZ",2018,"2018",14017.884984604238,4345.95521655372,42,"tucson-west-marana-cities-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400203","Oro Valley Town PUMA, AZ",2018,"2018",15544.258470653584,4182.498459044289,32,"oro-valley-town-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400204","Pima County (Northeast) PUMA, AZ",2018,"2018",13639.263747719573,6466.791835205646,34,"pima-county-northeast-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400205","Tucson City (Far Southeast) & Sahuarita Town PUMA, AZ",2018,"2018",9553.721295577967,4997.697642129942,45,"tucson-city-far-southeast-sahuarita-town-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400206","Tucson City (Northeast) PUMA, AZ",2018,"2018",22273.42124726845,4180.494016514876,43,"tucson-city-northeast-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
